45	32	11	12	48	22	48	5	38	95	62	96	54	4	84	16	55	95	7	32	28	54	79	60	70	42	85	18	97	12	47	34	83	19	13	83	43	79	50	78	79	71	19	9	26	86	22	67	49	27	27	88	65	41	88	41	71	90	38	66	38	17	99	52	85	70	47	76	31	34	93	47	73	55	29	45	62	31	8	56	60	39	83	80	28	13	53	66	59	84	61	92	76	82	8	33	41	47	21	44	14	93	19	31	20	49	3	42	8	16	90	14	74	38	76	41	13	44	97	1	74	17	27	35	79	43	96	92	68	34	90	66	47	54	96	46	93	82	1	43	37	72	43	20	5	94	75	12	58	16	24	41	51	46	36	5	20	12	78	18	30	71	23	74	37	27	60	74	57	23	25	20	7	14	58	58	25	32	74	62	60	19	37	74	46	14	11	16	93	53	31	89	36	73	7	88	43	96	99	97
27	84	44	12	10	92	7	31	21	15	57	7	29	15	16	63	80	69	92	7	63	6	64	65	93	69	40	1	66	90	13	44	95	28	40	16	59	40	65	4	20	76	73	71	12	44	28	33	1	66	56	99	96	5	13	50	18	14	95	34	8	45	2	96	12	37	92	64	93	16	31	2	43	23	85	42	29	57	7	11	38	74	69	68	87	74	5	85	46	4	82	9	97	13	17	11	44	96	58	79	94	60	53	79	70	28	85	50	99	36	65	13	17	39	89	16	14	64	39	48	71	70	59	73	27	21	81	10	9	73	71	50	54	81	9	12	41	30	75	88	92	6	45	60	21	96	90	80	57	26	23	95	68	44	3	13	48	87	44	53	19	98	95	9	39	57	24	97	91	14	12	6	44	95	73	97	72	33	37	57	70	29	37	57	72	94	39	88	37	42	67	27	10	32	74	48	39	15	34	67
49	93	62	54	67	53	29	3	6	29	82	54	37	76	73	96	94	71	72	86	82	86	78	41	37	70	47	29	74	21	36	26	82	4	87	85	42	47	2	59	48	83	46	36	20	54	58	56	94	19	81	81	63	16	56	23	37	67	46	55	17	57	13	71	29	46	97	74	73	89	91	11	52	93	21	72	38	88	46	46	81	43	36	42	40	41	44	86	25	96	85	41	27	83	87	50	56	35	7	13	35	68	59	67	29	13	31	65	69	10	3	55	89	97	56	77	72	85	94	99	92	35	39	75	95	71	61	53	50	96	28	18	63	66	87	16	65	64	50	40	2	10	40	79	9	85	47	16	35	5	71	2	26	24	55	52	89	20	14	43	11	82	1	63	21	35	26	17	86	97	30	82	19	77	66	28	32	41	15	54	93	14	63	9	23	54	62	82	49	90	73	92	72	58	42	46	18	74	69	96
98	35	14	66	35	70	15	7	21	78	3	85	78	32	97	44	14	71	65	28	31	41	98	17	11	9	15	10	96	37	45	94	64	23	68	20	2	35	68	81	72	79	8	28	15	4	3	79	74	45	41	44	63	80	88	5	5	16	6	83	41	59	53	80	88	74	42	42	20	75	25	33	74	11	69	88	74	21	55	44	96	80	81	51	78	61	6	91	46	90	93	32	88	87	45	87	27	87	30	49	43	76	29	82	17	42	1	43	27	85	82	57	79	37	53	71	39	97	50	87	32	50	40	79	2	65	40	30	98	62	83	70	33	23	84	85	99	96	78	33	53	93	79	31	1	31	12	77	11	76	16	56	18	95	17	98	98	68	55	33	71	35	27	26	36	3	38	86	94	43	41	58	55	89	65	23	13	3	5	78	36	90	24	1	60	44	90	82	42	41	37	46	11	36	44	15	52	82	47	81
3	71	2	43	40	25	25	75	64	24	77	74	54	23	3	7	41	44	46	80	47	33	83	41	72	11	73	93	63	24	15	41	5	93	24	63	24	71	34	11	9	37	98	91	66	1	40	94	7	6	77	50	53	14	29	62	10	1	66	29	45	99	47	62	37	36	37	96	18	5	27	45	19	80	47	38	79	29	88	34	13	16	30	55	55	87	77	24	28	40	29	28	95	8	31	98	79	47	24	44	8	80	76	53	64	91	98	35	87	51	47	25	75	37	11	78	60	38	77	59	13	30	89	14	1	92	87	22	46	8	84	7	16	26	18	17	40	14	13	96	31	48	28	2	26	3	79	48	39	26	33	67	50	98	48	43	14	95	19	79	82	7	7	11	40	86	31	32	59	99	22	78	48	18	92	67	65	68	28	34	15	70	96	43	54	2	40	60	22	28	52	38	17	90	50	30	12	60	48	90
64	71	55	52	32	85	21	26	29	32	42	38	59	47	17	62	52	98	17	97	68	52	33	79	1	33	8	34	66	56	47	46	18	91	10	33	40	19	42	34	61	59	45	7	41	67	75	23	71	83	83	19	13	42	93	93	22	53	34	45	67	3	37	78	36	34	57	42	83	87	2	29	33	20	18	50	50	57	9	42	80	97	15	51	81	50	72	96	44	36	88	18	4	23	1	28	63	31	13	33	16	53	90	93	50	62	51	11	83	8	74	52	15	42	13	68	72	49	13	59	78	20	12	99	60	16	56	22	46	33	18	5	71	1	41	1	28	56	50	53	83	71	84	20	74	62	63	26	92	24	82	2	10	86	9	9	27	1	51	35	67	66	1	12	51	57	47	48	54	88	92	92	29	93	22	11	42	75	96	17	43	64	9	91	45	42	84	10	16	29	89	2	11	79	90	41	46	51	21	7
72	53	33	18	68	32	64	70	41	11	9	85	7	34	80	69	27	99	53	28	55	33	83	53	80	53	58	71	22	71	38	45	79	43	75	57	88	89	4	70	58	85	16	41	79	17	3	26	3	63	38	90	68	20	45	38	92	87	61	37	74	8	24	4	72	93	66	65	8	30	15	30	9	3	13	89	94	64	34	60	71	72	17	95	62	53	33	43	57	42	51	31	35	42	7	95	89	30	4	51	66	12	65	72	35	45	9	17	4	9	65	22	18	54	5	99	57	62	54	36	5	67	40	96	49	80	91	64	48	78	88	74	52	81	15	92	77	20	99	62	61	74	15	7	65	15	28	92	78	84	25	60	88	78	31	4	11	28	54	43	88	49	42	77	83	17	50	22	50	89	96	10	12	89	36	59	66	95	92	64	83	41	45	87	77	41	84	18	2	86	24	97	80	7	61	72	64	50	93	48
34	45	32	1	42	71	16	86	57	96	45	50	35	39	46	92	48	30	61	36	58	67	46	33	72	17	23	65	33	48	72	96	64	24	39	92	64	34	45	8	87	75	79	94	15	76	47	92	66	15	86	25	92	34	14	52	87	89	85	74	3	27	12	15	11	53	62	31	70	32	71	41	86	79	38	39	78	89	34	76	66	73	15	59	21	52	91	57	10	60	9	81	37	84	16	22	31	59	6	81	34	56	36	44	8	66	29	93	87	74	11	75	79	30	78	56	21	53	93	64	43	1	93	49	8	18	91	60	43	80	34	74	99	9	45	61	46	33	48	46	68	94	96	74	15	86	76	93	5	25	27	5	10	87	79	86	88	32	71	17	40	56	6	35	44	54	83	7	12	43	49	57	37	45	90	60	49	56	45	89	53	32	55	86	34	22	68	87	88	66	29	91	45	76	81	44	17	22	60	19
13	79	33	64	44	10	79	25	50	45	45	8	82	26	85	9	8	77	38	52	73	58	26	86	67	13	49	15	51	60	60	70	25	78	43	94	51	59	84	70	94	30	25	53	23	26	53	7	28	86	91	26	89	22	7	75	35	37	88	61	8	1	75	72	21	57	4	89	72	99	54	42	28	37	50	63	32	63	23	95	47	30	26	86	52	43	24	4	79	6	2	44	46	62	77	26	75	67	10	74	77	51	55	5	72	13	84	3	64	75	77	75	39	91	96	62	27	88	42	50	92	6	89	76	74	16	89	4	51	65	99	37	16	5	61	7	64	28	83	64	75	84	40	39	21	22	99	56	88	1	64	63	66	73	86	45	79	82	5	15	99	53	18	90	91	58	22	37	75	83	82	75	1	54	1	43	28	47	99	95	83	76	73	69	92	37	11	82	40	85	79	40	63	6	99	53	12	24	54	81
26	83	86	39	4	14	6	67	87	58	18	25	73	47	56	69	55	62	38	73	77	21	69	22	16	40	15	72	11	80	19	55	30	5	26	48	26	19	71	76	40	4	5	33	12	38	85	76	5	57	85	80	40	90	29	1	9	36	80	38	93	82	77	48	22	65	95	83	14	89	76	62	89	22	23	12	24	77	95	33	89	25	18	9	91	47	21	32	44	26	82	43	27	38	42	50	7	21	93	54	85	90	27	75	96	45	9	81	96	58	21	94	67	23	75	68	43	52	59	99	15	50	68	89	34	84	26	25	34	63	41	23	2	28	46	48	8	19	98	25	71	62	1	44	94	31	86	52	52	83	13	30	14	32	30	18	32	30	2	92	9	66	10	40	28	86	4	1	43	53	6	9	31	33	1	79	60	67	38	79	12	1	51	93	17	98	12	8	36	3	75	38	45	35	6	29	14	46	37	31
43	21	50	46	12	90	80	4	46	48	31	18	70	68	85	77	80	25	54	23	47	51	2	92	89	66	93	79	27	74	88	57	38	19	73	26	16	51	18	53	20	78	89	92	76	7	55	79	18	76	73	20	22	23	65	86	87	95	28	13	36	55	72	37	83	79	99	53	26	56	24	41	12	75	83	13	37	65	98	78	39	95	14	59	45	47	61	3	11	21	51	24	6	42	7	68	68	17	15	72	34	81	13	32	89	58	7	6	65	57	18	26	3	22	16	20	99	49	62	27	12	77	10	24	46	87	55	8	62	44	3	73	99	29	72	23	80	2	39	78	82	24	7	73	16	24	38	59	12	98	21	85	31	24	13	69	99	91	90	97	25	50	95	2	90	31	68	81	31	83	28	69	98	75	70	10	35	5	84	17	38	22	33	70	86	10	98	8	36	58	18	20	50	19	82	85	64	37	64	18
27	89	75	3	55	38	65	82	50	62	6	76	72	96	22	90	89	12	67	94	54	38	18	77	23	61	3	85	28	96	65	94	23	58	20	56	50	5	30	35	46	82	12	90	73	95	44	98	65	58	16	3	17	50	73	34	60	42	74	15	1	96	66	75	19	70	99	2	39	39	11	77	1	2	52	57	95	16	87	61	8	29	35	96	38	13	29	70	58	49	69	48	32	44	18	80	38	45	47	45	30	81	55	34	9	86	71	10	64	71	32	58	71	63	62	2	48	93	14	13	69	60	1	10	21	58	92	90	35	3	90	37	57	76	44	33	95	37	54	97	34	13	31	27	94	45	70	1	55	54	63	8	29	53	48	31	43	76	76	54	94	95	51	93	82	21	79	24	46	4	31	68	31	86	72	10	83	53	92	63	75	96	73	47	10	71	78	54	42	23	23	66	95	19	87	30	20	68	36	16
23	75	78	51	56	9	78	81	80	48	64	94	25	88	72	70	93	2	78	26	83	89	12	96	4	65	34	1	96	40	52	68	52	24	93	83	65	87	26	7	79	37	94	88	96	78	36	61	11	38	51	62	52	74	32	16	3	48	52	26	45	91	47	49	92	81	86	12	68	25	47	42	41	22	15	80	13	62	70	34	70	2	86	44	50	79	54	20	60	36	40	21	93	96	82	75	71	95	52	26	42	49	99	25	74	14	95	36	32	8	85	99	17	65	95	78	33	25	13	76	29	77	61	40	26	77	24	12	42	79	32	90	27	14	29	25	79	96	77	88	84	61	3	35	97	83	71	86	25	26	44	30	23	92	13	71	88	59	75	65	27	73	33	75	71	46	11	60	9	81	78	5	20	86	65	31	99	22	54	46	70	83	87	14	97	30	7	78	24	39	18	71	47	17	35	59	40	2	28	51
89	20	81	35	27	15	86	28	89	77	8	23	80	5	5	50	74	47	91	71	51	60	55	84	12	29	2	46	44	62	88	75	35	43	14	60	10	45	39	67	91	43	53	39	82	26	35	70	77	13	89	40	40	54	7	79	1	76	38	82	77	1	43	1	59	10	75	24	98	91	37	92	45	96	98	73	41	93	67	95	25	61	29	43	19	13	19	86	75	54	3	4	57	30	15	47	37	67	51	70	90	72	88	30	40	94	86	64	97	12	38	67	3	20	83	10	85	60	80	43	21	65	90	33	4	10	62	76	23	44	27	26	63	72	56	14	21	64	57	31	33	97	68	42	4	42	75	68	63	28	51	92	46	78	40	92	21	97	67	35	79	55	12	82	84	91	42	29	90	50	4	99	20	27	42	58	47	59	87	10	77	9	94	35	91	90	8	98	12	1	33	50	11	46	5	14	39	96	18	83
11	86	93	20	15	41	92	47	43	21	68	72	17	84	23	70	66	96	67	76	30	54	28	80	68	94	38	64	55	60	13	41	63	1	19	99	46	37	88	12	71	11	67	51	54	38	50	84	98	10	7	40	16	38	11	76	99	75	82	53	47	12	90	69	40	7	1	62	57	13	23	95	6	90	59	84	68	79	15	21	15	64	18	2	25	14	86	42	11	94	79	23	97	13	92	31	17	45	43	14	28	44	16	51	3	86	9	54	72	90	14	27	39	18	55	63	36	28	22	39	9	98	42	3	3	38	17	32	56	42	43	85	56	98	86	54	14	95	71	99	41	42	74	90	65	21	16	25	66	73	15	11	95	59	88	80	74	60	75	66	37	47	21	5	27	71	80	3	12	33	59	12	95	64	79	61	21	49	86	7	36	94	17	50	16	93	52	8	93	93	53	64	50	55	51	5	42	22	45	18
95	21	65	45	27	46	13	33	1	10	90	15	87	69	72	36	19	43	79	73	27	23	38	2	20	94	24	21	14	56	47	63	81	80	2	5	50	88	68	30	39	9	32	23	27	46	85	97	29	37	98	52	48	54	6	81	23	17	73	10	67	75	38	13	37	83	21	76	96	26	99	55	75	8	22	15	45	35	61	92	68	21	47	6	29	76	76	41	19	38	88	60	51	24	6	62	25	71	50	90	27	90	12	73	33	84	49	8	88	21	59	5	36	47	7	74	65	7	45	6	39	38	59	87	67	71	31	1	20	97	55	21	16	27	11	80	33	73	15	25	35	1	45	82	52	21	50	40	28	62	41	9	77	86	90	21	12	10	99	51	86	83	46	89	65	46	26	76	33	21	69	34	73	47	88	89	38	37	95	84	33	94	4	31	16	4	52	48	1	98	89	44	13	93	70	87	77	49	14	27
87	12	77	38	6	11	34	64	59	74	89	29	38	10	55	42	80	69	38	24	6	10	44	83	89	69	81	47	67	97	24	54	37	50	68	35	12	14	89	59	85	48	89	10	95	76	62	49	57	35	37	27	25	37	93	10	54	19	21	59	77	77	67	72	71	55	3	36	33	14	17	98	72	45	93	51	43	48	94	95	47	86	33	95	43	17	49	26	29	66	95	95	94	93	4	25	76	79	7	68	77	79	59	90	7	64	54	26	87	35	74	17	94	49	61	82	57	73	50	72	64	85	83	91	57	68	43	4	80	39	9	20	33	36	43	91	66	17	58	73	52	82	47	37	2	52	22	16	18	70	78	49	81	89	10	11	76	31	42	51	54	31	26	67	11	56	95	73	76	83	48	82	45	70	29	92	67	20	60	98	4	45	79	45	22	49	12	60	8	42	77	28	87	24	35	75	63	63	93	77
71	55	38	39	15	87	42	93	31	64	57	26	81	91	76	52	78	7	53	99	37	21	84	88	95	45	55	14	41	50	86	42	86	63	9	20	25	31	64	2	75	79	5	6	72	50	37	23	72	59	3	66	65	43	10	30	41	52	9	17	66	10	23	62	58	36	53	22	56	45	42	87	69	4	3	84	89	82	61	49	32	29	68	99	97	53	85	66	82	84	75	94	64	9	8	77	61	59	35	63	25	3	63	75	80	18	50	25	42	87	42	3	82	3	37	77	54	10	90	51	66	30	66	87	49	68	75	68	31	99	26	81	31	71	14	91	87	86	71	84	17	4	14	6	70	99	32	20	48	18	26	81	90	28	9	89	22	2	76	27	76	35	7	16	35	50	20	62	83	9	69	44	17	46	85	25	37	65	58	80	34	81	80	16	37	13	83	42	72	44	23	59	51	89	9	65	60	7	44	55
61	92	32	49	96	95	89	94	62	81	63	46	25	26	84	31	45	71	40	39	55	32	70	85	85	69	51	8	45	33	14	92	48	19	41	86	43	51	91	41	32	12	65	97	6	97	40	97	28	98	1	34	49	19	79	80	73	54	82	87	51	26	65	62	89	90	54	22	96	94	57	92	87	9	66	50	1	70	27	39	31	87	8	77	9	69	52	25	22	31	4	16	53	75	26	48	68	34	46	81	27	49	5	8	18	25	33	26	42	32	66	60	14	73	48	98	41	67	34	44	89	50	29	96	98	13	15	4	9	10	25	5	13	40	91	13	28	59	4	78	79	95	19	24	39	94	67	50	64	75	36	81	75	75	94	91	72	92	58	38	27	15	22	34	8	35	83	50	69	31	46	98	3	56	78	86	96	21	70	4	82	73	35	33	36	33	38	85	97	12	17	59	2	60	79	45	93	53	61	68
39	21	2	26	63	81	30	65	90	11	10	60	73	92	75	82	49	5	6	67	5	38	41	67	52	22	46	19	20	40	89	32	10	28	21	84	95	57	89	15	58	91	31	66	6	86	9	75	8	46	35	78	38	22	92	20	32	76	99	32	20	65	68	66	59	51	36	96	34	5	93	39	74	44	83	98	5	54	1	90	69	84	43	7	31	87	31	10	77	33	10	59	43	87	8	57	96	94	10	74	25	15	19	66	26	68	41	27	2	10	47	54	94	59	76	23	52	38	86	36	94	74	60	68	62	9	1	86	92	91	98	18	54	34	13	66	32	21	29	20	95	76	25	43	46	92	83	68	17	71	69	2	17	97	22	50	63	36	6	10	51	7	74	75	81	81	41	71	16	75	46	82	77	87	22	43	13	51	67	75	77	7	12	78	66	21	53	57	98	94	29	99	77	15	83	72	22	63	17	84
2	58	23	25	13	19	6	28	72	27	18	66	97	48	65	58	46	59	37	13	55	24	95	62	15	98	53	94	50	24	87	54	62	74	81	78	60	90	90	90	98	95	95	57	98	71	26	11	3	86	98	54	93	94	53	13	79	44	87	35	7	91	25	56	41	63	61	21	65	65	45	1	39	40	67	97	24	92	64	71	28	22	24	83	1	84	71	11	81	59	13	53	58	92	57	99	91	78	2	10	24	3	50	84	9	80	27	18	2	81	72	31	60	14	47	55	32	48	88	21	70	72	38	9	86	94	51	15	64	47	20	40	34	37	46	81	16	71	46	80	13	17	98	15	16	10	2	61	4	65	24	91	91	30	27	21	8	83	92	47	40	26	46	13	23	68	88	30	46	92	31	24	48	23	3	64	32	5	95	64	22	92	16	46	25	51	88	10	61	97	54	97	2	59	18	16	99	38	62	58
77	82	27	32	84	49	52	8	64	67	62	75	81	54	99	25	9	62	89	49	34	92	17	88	83	24	92	90	81	83	95	85	65	36	87	80	92	71	49	24	71	61	50	24	84	50	99	37	7	30	92	90	49	15	9	30	63	36	91	25	36	77	52	70	74	24	25	94	60	86	95	95	94	34	48	91	89	62	56	1	81	10	72	60	52	42	50	52	19	53	63	35	5	41	16	58	54	73	63	63	9	32	70	2	60	90	94	91	44	18	18	62	57	75	50	64	22	94	34	40	19	91	61	73	43	26	73	32	40	31	35	28	25	55	50	4	71	56	9	76	37	96	57	41	16	26	23	69	51	93	64	81	19	84	85	85	1	44	46	5	63	80	19	35	34	72	76	50	49	88	93	55	67	17	60	73	52	79	25	13	56	96	50	67	8	77	67	20	11	16	58	40	12	95	15	60	19	92	62	12
91	12	1	86	11	98	84	21	35	95	39	95	36	45	83	34	35	65	95	97	9	45	96	7	7	74	47	40	62	19	34	46	51	30	48	18	35	12	47	58	95	34	76	92	24	69	95	71	80	36	26	35	60	33	56	97	22	28	24	52	12	26	3	15	58	69	35	4	48	88	17	62	36	56	61	79	84	54	53	82	93	97	26	27	22	28	58	25	1	79	99	88	48	44	48	62	27	58	45	14	31	76	93	52	68	91	15	12	49	83	24	6	61	21	57	89	97	28	95	68	29	64	45	83	6	81	95	68	24	33	29	5	15	32	50	55	50	35	4	5	21	58	38	18	20	95	7	3	19	26	50	86	55	91	93	98	4	80	89	41	40	96	98	55	41	36	11	81	4	81	56	21	46	48	10	81	91	46	91	24	39	84	48	48	82	55	91	2	58	42	12	90	90	77	91	24	77	50	48	41
14	64	16	71	91	9	9	94	37	11	58	39	28	21	50	52	43	46	81	46	87	18	37	65	12	13	96	30	57	65	51	60	77	74	58	24	26	57	49	7	65	11	63	70	81	60	37	49	50	41	9	31	59	19	29	10	5	43	56	28	52	68	2	6	6	13	48	93	64	95	13	10	9	7	25	30	19	5	58	67	56	31	38	62	13	35	78	46	63	83	18	23	56	49	74	24	35	9	99	54	99	35	26	63	40	17	10	24	94	66	27	13	38	78	64	25	26	2	78	65	12	69	70	38	84	58	28	18	54	97	44	97	67	38	48	59	88	63	57	24	16	50	92	21	75	1	57	1	87	90	9	61	95	97	37	37	92	57	39	99	94	42	63	63	82	36	87	66	80	90	66	29	51	55	67	3	86	32	57	47	47	47	15	22	94	42	24	6	39	75	13	75	16	99	51	52	2	38	47	44
3	30	23	6	55	19	36	32	36	28	69	27	90	63	59	52	85	80	77	51	39	46	42	68	37	74	86	27	57	93	26	28	91	14	91	56	23	71	87	84	99	64	92	31	58	80	94	63	3	81	50	10	3	77	84	91	56	39	4	23	38	45	27	21	22	31	41	82	1	10	36	40	88	11	78	46	1	87	71	80	67	56	39	4	82	89	28	41	24	50	13	90	58	47	72	32	46	22	85	37	87	15	42	73	70	86	24	86	27	7	59	82	68	26	86	67	74	59	33	58	38	80	54	83	59	94	38	56	86	89	6	34	99	70	33	66	36	71	86	75	16	7	34	87	23	11	52	70	16	37	74	45	27	36	77	69	16	64	46	28	93	83	64	46	98	54	43	73	73	56	85	66	8	46	13	41	86	31	93	46	2	44	98	87	76	20	61	47	16	17	15	27	13	38	8	54	67	43	2	16
